Instan,TanggalWaktu,Musim,Tahun,Bulan,Libur,HariKerja,HariKerjaAktif,KondisiCuaca,Suhu,SuhuTerasa,Kelembaban,KecepatanAngin,Kasual,Terdaftar,Jumlah,Suhu Celcius,SuhuTerasa Celcius
401,2012-02-05,Musim Semi,2012,2,0,0,0,2,0.265833,0.264521,0.687917,0.175996,318,2629,2947,10.899153,13.22605
402,2012-02-06,Musim Semi,2012,2,0,1,1,1,0.282609,0.296426,0.622174,0.1538,206,3578,3784,11.586969,14.8213
403,2012-02-07,Musim Semi,2012,2,0,2,1,1,0.354167,0.361104,0.49625,0.147379,199,4176,4375,14.520847,18.0552
404,2012-02-08,Musim Semi,2012,2,0,3,1,2,0.256667,0.266421,0.722917,0.133721,109,2693,2802,10.523347,13.321050000000001
405,2012-02-09,Musim Semi,2012,2,0,4,1,1,0.265,0.261988,0.562083,0.194037,163,3667,3830,10.865,13.0994
406,2012-02-10,Musim Semi,2012,2,0,5,1,2,0.280833,0.293558,0.54,0.116929,227,3604,3831,11.514153,14.6779
407,2012-02-11,Musim Semi,2012,2,0,6,0,3,0.224167,0.210867,0.73125,0.289796,192,1977,2169,9.190847,10.54335
408,2012-02-12,Musim Semi,2012,2,0,0,0,1,0.1275,0.101658,0.464583,0.409212,73,1456,1529,5.2275,5.0828999999999995
409,2012-02-13,Musim Semi,2012,2,0,1,1,1,0.2225,0.227913,0.41125,0.167283,94,3328,3422,9.1225,11.39565
410,2012-02-14,Musim Semi,2012,2,0,2,1,2,0.319167,0.333946,0.50875,0.141179,135,3787,3922,13.085847,16.697300000000002
411,2012-02-15,Musim Semi,2012,2,0,3,1,1,0.348333,0.351629,0.53125,0.1816,141,4028,4169,14.281653,17.58145
412,2012-02-16,Musim Semi,2012,2,0,4,1,2,0.316667,0.330162,0.752917,0.091425,74,2931,3005,12.983346999999998,16.5081
413,2012-02-17,Musim Semi,2012,2,0,5,1,1,0.343333,0.351629,0.634583,0.205846,349,3805,4154,14.076653,17.58145
414,2012-02-18,Musim Semi,2012,2,0,6,0,1,0.346667,0.355425,0.534583,0.190929,1435,2883,4318,14.213347,17.77125
415,2012-02-19,Musim Semi,2012,2,0,0,0,2,0.28,0.265788,0.515833,0.253112,618,2071,2689,11.48,13.2894
416,2012-02-20,Musim Semi,2012,2,1,1,0,1,0.28,0.273391,0.507826,0.229083,502,2627,3129,11.48,13.66955
417,2012-02-21,Musim Semi,2012,2,0,2,1,1,0.287826,0.295113,0.594348,0.205717,163,3614,3777,11.800866000000001,14.755650000000001
418,2012-02-22,Musim Semi,2012,2,0,3,1,1,0.395833,0.392667,0.567917,0.234471,394,4379,4773,16.229153,19.63335
419,2012-02-23,Musim Semi,2012,2,0,4,1,1,0.454167,0.444446,0.554583,0.190913,516,4546,5062,18.620846999999998,22.2223
420,2012-02-24,Musim Semi,2012,2,0,5,1,2,0.4075,0.410971,0.7375,0.237567,246,3241,3487,16.7075,20.54855
421,2012-02-25,Musim Semi,2012,2,0,6,0,1,0.290833,0.255675,0.395833,0.421642,317,2415,2732,11.924153,12.78375
422,2012-02-26,Musim Semi,2012,2,0,0,0,1,0.279167,0.268308,0.41,0.205229,515,2874,3389,11.445847,13.4154
423,2012-02-27,Musim Semi,2012,2,0,1,1,1,0.366667,0.357954,0.490833,0.268033,253,4069,4322,15.033347000000001,17.8977
424,2012-02-28,Musim Semi,2012,2,0,2,1,1,0.359167,0.353525,0.395833,0.193417,229,4134,4363,14.725847,17.67625
425,2012-02-29,Musim Semi,2012,2,0,3,1,2,0.344348,0.34847,0.804783,0.179117,65,1769,1834,14.118267999999999,17.4235
426,2012-03-01,Musim Semi,2012,3,0,4,1,1,0.485833,0.475371,0.615417,0.226987,325,4665,4990,19.919153,23.768549999999998
427,2012-03-02,Musim Semi,2012,3,0,5,1,2,0.353333,0.359842,0.657083,0.144904,246,2948,3194,14.486653,17.9921
428,2012-03-03,Musim Semi,2012,3,0,6,0,2,0.414167,0.413492,0.62125,0.161079,956,3110,4066,16.980847,20.6746
429,2012-03-04,Musim Semi,2012,3,0,0,0,1,0.325833,0.303021,0.403333,0.334571,710,2713,3423,13.359153,15.15105
430,2012-03-05,Musim Semi,2012,3,0,1,1,1,0.243333,0.241171,0.50625,0.228858,203,3130,3333,9.976652999999999,12.05855
431,2012-03-06,Musim Semi,2012,3,0,2,1,1,0.258333,0.255042,0.456667,0.200875,221,3735,3956,10.591652999999999,12.752099999999999
432,2012-03-07,Musim Semi,2012,3,0,3,1,1,0.404167,0.3851,0.513333,0.345779,432,4484,4916,16.570847,19.255
433,2012-03-08,Musim Semi,2012,3,0,4,1,1,0.5275,0.524604,0.5675,0.441563,486,4896,5382,21.627499999999998,26.230199999999996
434,2012-03-09,Musim Semi,2012,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148,447,4122,4569,16.844153,19.85415
435,2012-03-10,Musim Semi,2012,3,0,6,0,1,0.2875,0.277767,0.350417,0.22575,968,3150,4118,11.7875,13.888349999999999
436,2012-03-11,Musim Semi,2012,3,0,0,0,1,0.361739,0.35967,0.476957,0.222587,1658,3253,4911,14.831299,17.9835
437,2012-03-12,Musim Semi,2012,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713,838,4460,5298,19.133347,22.9796
438,2012-03-13,Musim Semi,2012,3,0,2,1,1,0.565,0.542929,0.6175,0.23695,762,5085,5847,23.165,27.14645
439,2012-03-14,Musim Semi,2012,3,0,3,1,1,0.5725,0.548617,0.507083,0.115062,997,5315,6312,23.4725,27.43085
440,2012-03-15,Musim Semi,2012,3,0,4,1,1,0.5575,0.532825,0.579583,0.149883,1005,5187,6192,22.857499999999998,26.64125
441,2012-03-16,Musim Semi,2012,3,0,5,1,2,0.435833,0.436229,0.842083,0.113192,548,3830,4378,17.869153,21.81145
442,2012-03-17,Musim Semi,2012,3,0,6,0,2,0.514167,0.505046,0.755833,0.110704,3155,4681,7836,21.080847000000002,25.252299999999998
443,2012-03-18,Musim Semi,2012,3,0,0,0,2,0.4725,0.464,0.81,0.126883,2207,3685,5892,19.3725,23.200000000000003
444,2012-03-19,Musim Semi,2012,3,0,1,1,1,0.545,0.532821,0.72875,0.162317,982,5171,6153,22.345000000000002,26.64105
445,2012-03-20,Musim Semi,2012,3,0,2,1,1,0.560833,0.538533,0.807917,0.121271,1051,5042,6093,22.994153,26.926650000000002
446,2012-03-21,Musim Panas,2012,3,0,3,1,2,0.531667,0.513258,0.82125,0.0895583,1122,5108,6230,21.798347,25.6629
447,2012-03-22,Musim Panas,2012,3,0,4,1,1,0.554167,0.531567,0.83125,0.117562,1334,5537,6871,22.720847,26.57835
448,2012-03-23,Musim Panas,2012,3,0,5,1,2,0.601667,0.570067,0.694167,0.1163,2469,5893,8362,24.668346999999997,28.50335
449,2012-03-24,Musim Panas,2012,3,0,6,0,2,0.5025,0.486733,0.885417,0.192783,1033,2339,3372,20.6025,24.336650000000002
450,2012-03-25,Musim Panas,2012,3,0,0,0,2,0.4375,0.437488,0.880833,0.220775,1532,3464,4996,17.9375,21.874399999999998
451,2012-03-26,Musim Panas,2012,3,0,1,1,1,0.445833,0.43875,0.477917,0.386821,795,4763,5558,18.279153,21.9375
452,2012-03-27,Musim Panas,2012,3,0,2,1,1,0.323333,0.315654,0.29,0.187192,531,4571,5102,13.256653,15.7827
453,2012-03-28,Musim Panas,2012,3,0,3,1,1,0.484167,0.47095,0.48125,0.291671,674,5024,5698,19.850847,23.5475
454,2012-03-29,Musim Panas,2012,3,0,4,1,1,0.494167,0.482304,0.439167,0.31965,834,5299,6133,20.260847000000002,24.1152
455,2012-03-30,Musim Panas,2012,3,0,5,1,2,0.37,0.375621,0.580833,0.138067,796,4663,5459,15.17,18.78105
456,2012-03-31,Musim Panas,2012,3,0,6,0,2,0.424167,0.421708,0.738333,0.250617,2301,3934,6235,17.390847,21.0854
457,2012-04-01,Musim Panas,2012,4,0,0,0,2,0.425833,0.417287,0.67625,0.172267,2347,3694,6041,17.459153,20.86435
458,2012-04-02,Musim Panas,2012,4,0,1,1,1,0.433913,0.427513,0.504348,0.312139,1208,4728,5936,17.790433,21.37565
459,2012-04-03,Musim Panas,2012,4,0,2,1,1,0.466667,0.461483,0.396667,0.100133,1348,5424,6772,19.133347,23.07415
460,2012-04-04,Musim Panas,2012,4,0,3,1,1,0.541667,0.53345,0.469583,0.180975,1058,5378,6436,22.208347,26.6725
461,2012-04-05,Musim Panas,2012,4,0,4,1,1,0.435,0.431163,0.374167,0.219529,1192,5265,6457,17.835,21.55815
462,2012-04-06,Musim Panas,2012,4,0,5,1,1,0.403333,0.390767,0.377083,0.300388,1807,4653,6460,16.536653,19.538349999999998
463,2012-04-07,Musim Panas,2012,4,0,6,0,1,0.4375,0.426129,0.254167,0.274871,3252,3605,6857,17.9375,21.306449999999998
464,2012-04-08,Musim Panas,2012,4,0,0,0,1,0.5,0.492425,0.275833,0.232596,2230,2939,5169,20.5,24.62125
465,2012-04-09,Musim Panas,2012,4,0,1,1,1,0.489167,0.476638,0.3175,0.358196,905,4680,5585,20.055847,23.8319
466,2012-04-10,Musim Panas,2012,4,0,2,1,1,0.446667,0.436233,0.435,0.249375,819,5099,5918,18.313347,21.81165
467,2012-04-11,Musim Panas,2012,4,0,3,1,1,0.348696,0.337274,0.469565,0.295274,482,4380,4862,14.296536,16.8637
468,2012-04-12,Musim Panas,2012,4,0,4,1,1,0.3975,0.387604,0.46625,0.290429,663,4746,5409,16.2975,19.3802
469,2012-04-13,Musim Panas,2012,4,0,5,1,1,0.4425,0.431808,0.408333,0.155471,1252,5146,6398,18.142500000000002,21.590400000000002
470,2012-04-14,Musim Panas,2012,4,0,6,0,1,0.495,0.487996,0.502917,0.190917,2795,4665,7460,20.294999999999998,24.3998
471,2012-04-15,Musim Panas,2012,4,0,0,0,1,0.606667,0.573875,0.507917,0.225129,2846,4286,7132,24.873347,28.69375
472,2012-04-16,Musim Panas,2012,4,1,1,0,1,0.664167,0.614925,0.561667,0.284829,1198,5172,6370,27.230846999999997,30.746250000000003
473,2012-04-17,Musim Panas,2012,4,0,2,1,1,0.608333,0.598487,0.390417,0.273629,989,5702,6691,24.941653000000002,29.92435
474,2012-04-18,Musim Panas,2012,4,0,3,1,2,0.463333,0.457038,0.569167,0.167912,347,4020,4367,18.996653,22.8519
475,2012-04-19,Musim Panas,2012,4,0,4,1,1,0.498333,0.493046,0.6125,0.0659292,846,5719,6565,20.431653,24.6523
476,2012-04-20,Musim Panas,2012,4,0,5,1,1,0.526667,0.515775,0.694583,0.149871,1340,5950,7290,21.593347,25.78875
477,2012-04-21,Musim Panas,2012,4,0,6,0,1,0.57,0.542921,0.682917,0.283587,2541,4083,6624,23.369999999999997,27.14605
478,2012-04-22,Musim Panas,2012,4,0,0,0,3,0.396667,0.389504,0.835417,0.344546,120,907,1027,16.263347,19.4752
479,2012-04-23,Musim Panas,2012,4,0,1,1,2,0.321667,0.301125,0.766667,0.303496,195,3019,3214,13.188346999999998,15.056249999999999
480,2012-04-24,Musim Panas,2012,4,0,2,1,1,0.413333,0.405283,0.454167,0.249383,518,5115,5633,16.946653,20.26415
481,2012-04-25,Musim Panas,2012,4,0,3,1,1,0.476667,0.470317,0.427917,0.118792,655,5541,6196,19.543347,23.51585
482,2012-04-26,Musim Panas,2012,4,0,4,1,2,0.498333,0.483583,0.756667,0.176625,475,4551,5026,20.431653,24.17915
483,2012-04-27,Musim Panas,2012,4,0,5,1,1,0.4575,0.452637,0.400833,0.347633,1014,5219,6233,18.7575,22.63185
484,2012-04-28,Musim Panas,2012,4,0,6,0,2,0.376667,0.377504,0.489583,0.129975,1120,3100,4220,15.443347,18.8752
485,2012-04-29,Musim Panas,2012,4,0,0,0,1,0.458333,0.450121,0.587083,0.116908,2229,4075,6304,18.791653,22.50605
486,2012-04-30,Musim Panas,2012,4,0,1,1,2,0.464167,0.457696,0.57,0.171638,665,4907,5572,19.030847,22.8848
487,2012-05-01,Musim Panas,2012,5,0,2,1,2,0.613333,0.577021,0.659583,0.156096,653,5087,5740,25.146653,28.85105
488,2012-05-02,Musim Panas,2012,5,0,3,1,1,0.564167,0.537896,0.797083,0.138058,667,5502,6169,23.130847,26.894800000000004
489,2012-05-03,Musim Panas,2012,5,0,4,1,2,0.56,0.537242,0.768333,0.133696,764,5657,6421,22.96,26.862099999999998
490,2012-05-04,Musim Panas,2012,5,0,5,1,1,0.6275,0.590917,0.735417,0.162938,1069,5227,6296,25.7275,29.54585
491,2012-05-05,Musim Panas,2012,5,0,6,0,2,0.621667,0.584608,0.756667,0.152992,2496,4387,6883,25.488346999999997,29.2304
492,2012-05-06,Musim Panas,2012,5,0,0,0,2,0.5625,0.546737,0.74,0.149879,2135,4224,6359,23.0625,27.336850000000002
493,2012-05-07,Musim Panas,2012,5,0,1,1,2,0.5375,0.527142,0.664167,0.230721,1008,5265,6273,22.037499999999998,26.3571
494,2012-05-08,Musim Panas,2012,5,0,2,1,2,0.581667,0.557471,0.685833,0.296029,738,4990,5728,23.848347,27.87355
495,2012-05-09,Musim Panas,2012,5,0,3,1,2,0.575,0.553025,0.744167,0.216412,620,4097,4717,23.575,27.65125
496,2012-05-10,Musim Panas,2012,5,0,4,1,1,0.505833,0.491783,0.552083,0.314063,1026,5546,6572,20.739152999999998,24.58915
497,2012-05-11,Musim Panas,2012,5,0,5,1,1,0.533333,0.520833,0.360417,0.236937,1319,5711,7030,21.866653,26.04165
498,2012-05-12,Musim Panas,2012,5,0,6,0,1,0.564167,0.544817,0.480417,0.123133,2622,4807,7429,23.130847,27.24085
499,2012-05-13,Musim Panas,2012,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,2172,3946,6118,25.1125,29.2619
500,2012-05-14,Musim Panas,2012,5,0,1,1,2,0.573333,0.5499,0.789583,0.212692,342,2501,2843,23.506653,27.495000000000005
501,2012-05-15,Musim Panas,2012,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,25.078346999999997,28.8202
502,2012-05-16,Musim Panas,2012,5,0,3,1,1,0.636667,0.595975,0.697917,0.122512,991,6433,7424,26.103347,29.798750000000002
503,2012-05-17,Musim Panas,2012,5,0,4,1,1,0.593333,0.572613,0.52,0.229475,1242,6142,7384,24.326653,28.630650000000003
504,2012-05-18,Musim Panas,2012,5,0,5,1,1,0.564167,0.551121,0.523333,0.136817,1521,6118,7639,23.130847,27.55605
505,2012-05-19,Musim Panas,2012,5,0,6,0,1,0.6,0.566908,0.45625,0.083975,3410,4884,8294,24.599999999999998,28.345399999999998
506,2012-05-20,Musim Panas,2012,5,0,0,0,1,0.620833,0.583967,0.530417,0.254367,2704,4425,7129,25.454152999999998,29.19835
507,2012-05-21,Musim Panas,2012,5,0,1,1,2,0.598333,0.565667,0.81125,0.233204,630,3729,4359,24.531653,28.283350000000002
508,2012-05-22,Musim Panas,2012,5,0,2,1,2,0.615,0.580825,0.765833,0.118167,819,5254,6073,25.215,29.04125
509,2012-05-23,Musim Panas,2012,5,0,3,1,2,0.621667,0.584612,0.774583,0.102,766,4494,5260,25.488346999999997,29.230600000000003
510,2012-05-24,Musim Panas,2012,5,0,4,1,1,0.655,0.6067,0.716667,0.172896,1059,5711,6770,26.855,30.335
511,2012-05-25,Musim Panas,2012,5,0,5,1,1,0.68,0.627529,0.747083,0.14055,1417,5317,6734,27.880000000000003,31.37645
512,2012-05-26,Musim Panas,2012,5,0,6,0,1,0.6925,0.642696,0.7325,0.198992,2855,3681,6536,28.392500000000002,32.134800000000006
513,2012-05-27,Musim Panas,2012,5,0,0,0,1,0.69,0.641425,0.697083,0.215171,3283,3308,6591,28.29,32.07125
514,2012-05-28,Musim Panas,2012,5,1,1,0,1,0.7125,0.6793,0.67625,0.196521,2557,3486,6043,29.212500000000002,33.965
515,2012-05-29,Musim Panas,2012,5,0,2,1,1,0.7225,0.672992,0.684583,0.2954,880,4863,5743,29.622500000000002,33.6496
516,2012-05-30,Musim Panas,2012,5,0,3,1,2,0.656667,0.611129,0.67,0.134329,745,6110,6855,26.923347,30.55645
517,2012-05-31,Musim Panas,2012,5,0,4,1,1,0.68,0.631329,0.492917,0.195279,1100,6238,7338,27.880000000000003,31.566450000000003
518,2012-06-01,Musim Panas,2012,6,0,5,1,2,0.654167,0.607962,0.755417,0.237563,533,3594,4127,26.820847,30.3981
519,2012-06-02,Musim Panas,2012,6,0,6,0,1,0.583333,0.566288,0.549167,0.186562,2795,5325,8120,23.916653,28.3144
520,2012-06-03,Musim Panas,2012,6,0,0,0,1,0.6025,0.575133,0.493333,0.184087,2494,5147,7641,24.7025,28.75665
521,2012-06-04,Musim Panas,2012,6,0,1,1,1,0.5975,0.578283,0.487083,0.284833,1071,5927,6998,24.497500000000002,28.91415
522,2012-06-05,Musim Panas,2012,6,0,2,1,2,0.540833,0.525892,0.613333,0.209575,968,6033,7001,22.174153,26.294600000000003
523,2012-06-06,Musim Panas,2012,6,0,3,1,1,0.554167,0.542292,0.61125,0.077125,1027,6028,7055,22.720847,27.1146
524,2012-06-07,Musim Panas,2012,6,0,4,1,1,0.6025,0.569442,0.567083,0.15735,1038,6456,7494,24.7025,28.4721
525,2012-06-08,Musim Panas,2012,6,0,5,1,1,0.649167,0.597862,0.467917,0.175383,1488,6248,7736,26.615847000000002,29.8931
526,2012-06-09,Musim Panas,2012,6,0,6,0,1,0.710833,0.648367,0.437083,0.144287,2708,4790,7498,29.144153000000003,32.418350000000004
527,2012-06-10,Musim Panas,2012,6,0,0,0,1,0.726667,0.663517,0.538333,0.133721,2224,4374,6598,29.793346999999997,33.175850000000004
528,2012-06-11,Musim Panas,2012,6,0,1,1,2,0.720833,0.659721,0.587917,0.207713,1017,5647,6664,29.554153,32.98605
529,2012-06-12,Musim Panas,2012,6,0,2,1,2,0.653333,0.597875,0.833333,0.214546,477,4495,4972,26.786653,29.89375
530,2012-06-13,Musim Panas,2012,6,0,3,1,1,0.655833,0.611117,0.582083,0.343279,1173,6248,7421,26.889153,30.55585
531,2012-06-14,Musim Panas,2012,6,0,4,1,1,0.648333,0.624383,0.569583,0.253733,1180,6183,7363,26.581653000000003,31.219150000000003
532,2012-06-15,Musim Panas,2012,6,0,5,1,1,0.639167,0.599754,0.589583,0.176617,1563,6102,7665,26.205847000000002,29.9877
533,2012-06-16,Musim Panas,2012,6,0,6,0,1,0.631667,0.594708,0.504167,0.166667,2963,4739,7702,25.898346999999998,29.735400000000002
534,2012-06-17,Musim Panas,2012,6,0,0,0,1,0.5925,0.571975,0.59875,0.144904,2634,4344,6978,24.2925,28.59875
535,2012-06-18,Musim Panas,2012,6,0,1,1,2,0.568333,0.544842,0.777917,0.174746,653,4446,5099,23.301652999999998,27.2421
536,2012-06-19,Musim Panas,2012,6,0,2,1,1,0.688333,0.654692,0.69,0.148017,968,5857,6825,28.221653,32.7346
537,2012-06-20,Musim Panas,2012,6,0,3,1,1,0.7825,0.720975,0.592083,0.113812,872,5339,6211,32.082499999999996,36.04875
538,2012-06-21,Musim Gugur,2012,6,0,4,1,1,0.805833,0.752542,0.567917,0.118787,778,5127,5905,33.039153,37.6271
539,2012-06-22,Musim Gugur,2012,6,0,5,1,1,0.7775,0.724121,0.57375,0.182842,964,4859,5823,31.877499999999998,36.20605
540,2012-06-23,Musim Gugur,2012,6,0,6,0,1,0.731667,0.652792,0.534583,0.179721,2657,4801,7458,29.998347,32.6396
541,2012-06-24,Musim Gugur,2012,6,0,0,0,1,0.743333,0.674254,0.479167,0.145525,2551,4340,6891,30.476653000000002,33.7127
542,2012-06-25,Musim Gugur,2012,6,0,1,1,1,0.715833,0.654042,0.504167,0.300383,1139,5640,6779,29.349153,32.7021
543,2012-06-26,Musim Gugur,2012,6,0,2,1,1,0.630833,0.594704,0.373333,0.347642,1077,6365,7442,25.864152999999998,29.7352
544,2012-06-27,Musim Gugur,2012,6,0,3,1,1,0.6975,0.640792,0.36,0.271775,1077,6258,7335,28.5975,32.0396
545,2012-06-28,Musim Gugur,2012,6,0,4,1,1,0.749167,0.675512,0.4225,0.17165,921,5958,6879,30.715847,33.7756
546,2012-06-29,Musim Gugur,2012,6,0,5,1,1,0.834167,0.786613,0.48875,0.165417,829,4634,5463,34.200847,39.33065
547,2012-06-30,Musim Gugur,2012,6,0,6,0,1,0.765,0.687508,0.60125,0.161071,1455,4232,5687,31.365000000000002,34.3754
548,2012-07-01,Musim Gugur,2012,7,0,0,0,1,0.815833,0.750629,0.51875,0.168529,1421,4110,5531,33.449153,37.53145
549,2012-07-02,Musim Gugur,2012,7,0,1,1,1,0.781667,0.702038,0.447083,0.195267,904,5323,6227,32.048347,35.1019
550,2012-07-03,Musim Gugur,2012,7,0,2,1,1,0.780833,0.70265,0.492083,0.126237,1052,5608,6660,32.014153,35.1325
551,2012-07-04,Musim Gugur,2012,7,1,3,0,1,0.789167,0.732337,0.53875,0.13495,2562,4841,7403,32.355847,36.61685
552,2012-07-05,Musim Gugur,2012,7,0,4,1,1,0.8275,0.761367,0.457917,0.194029,1405,4836,6241,33.9275,38.06835
553,2012-07-06,Musim Gugur,2012,7,0,5,1,1,0.828333,0.752533,0.450833,0.146142,1366,4841,6207,33.961653,37.62665
554,2012-07-07,Musim Gugur,2012,7,0,6,0,1,0.861667,0.804913,0.492083,0.163554,1448,3392,4840,35.328347,40.24565
555,2012-07-08,Musim Gugur,2012,7,0,0,0,1,0.8225,0.790396,0.57375,0.125629,1203,3469,4672,33.722500000000004,39.5198
556,2012-07-09,Musim Gugur,2012,7,0,1,1,2,0.710833,0.654054,0.683333,0.180975,998,5571,6569,29.144153000000003,32.7027
557,2012-07-10,Musim Gugur,2012,7,0,2,1,2,0.720833,0.664796,0.6675,0.151737,954,5336,6290,29.554153,33.2398
558,2012-07-11,Musim Gugur,2012,7,0,3,1,1,0.716667,0.650271,0.633333,0.151733,975,6289,7264,29.383347,32.51355
559,2012-07-12,Musim Gugur,2012,7,0,4,1,1,0.715833,0.654683,0.529583,0.146775,1032,6414,7446,29.349153,32.73415
560,2012-07-13,Musim Gugur,2012,7,0,5,1,2,0.731667,0.667933,0.485833,0.08085,1511,5988,7499,29.998347,33.39665
561,2012-07-14,Musim Gugur,2012,7,0,6,0,2,0.703333,0.666042,0.699167,0.143679,2355,4614,6969,28.836653,33.3021
562,2012-07-15,Musim Gugur,2012,7,0,0,0,1,0.745833,0.705196,0.717917,0.166667,1920,4111,6031,30.579152999999998,35.259800000000006
563,2012-07-16,Musim Gugur,2012,7,0,1,1,1,0.763333,0.724125,0.645,0.164187,1088,5742,6830,31.296653000000003,36.206250000000004
564,2012-07-17,Musim Gugur,2012,7,0,2,1,1,0.818333,0.755683,0.505833,0.114429,921,5865,6786,33.551653,37.78415
565,2012-07-18,Musim Gugur,2012,7,0,3,1,1,0.793333,0.745583,0.577083,0.137442,799,4914,5713,32.526652999999996,37.27915
566,2012-07-19,Musim Gugur,2012,7,0,4,1,1,0.77,0.714642,0.600417,0.165429,888,5703,6591,31.57,35.7321
567,2012-07-20,Musim Gugur,2012,7,0,5,1,2,0.665833,0.613025,0.844167,0.208967,747,5123,5870,27.299153,30.65125
568,2012-07-21,Musim Gugur,2012,7,0,6,0,3,0.595833,0.549912,0.865417,0.2133,1264,3195,4459,24.429153,27.495599999999996
569,2012-07-22,Musim Gugur,2012,7,0,0,0,2,0.6675,0.623125,0.7625,0.0939208,2544,4866,7410,27.3675,31.156250000000004
570,2012-07-23,Musim Gugur,2012,7,0,1,1,1,0.741667,0.690017,0.694167,0.138683,1135,5831,6966,30.408347,34.50085
571,2012-07-24,Musim Gugur,2012,7,0,2,1,1,0.750833,0.70645,0.655,0.211454,1140,6452,7592,30.784153,35.3225
572,2012-07-25,Musim Gugur,2012,7,0,3,1,1,0.724167,0.654054,0.45,0.1648,1383,6790,8173,29.690847,32.7027
573,2012-07-26,Musim Gugur,2012,7,0,4,1,1,0.776667,0.739263,0.596667,0.284813,1036,5825,6861,31.843347,36.96315
574,2012-07-27,Musim Gugur,2012,7,0,5,1,1,0.781667,0.734217,0.594583,0.152992,1259,5645,6904,32.048347,36.71085
575,2012-07-28,Musim Gugur,2012,7,0,6,0,1,0.755833,0.697604,0.613333,0.15735,2234,4451,6685,30.989152999999998,34.8802
576,2012-07-29,Musim Gugur,2012,7,0,0,0,1,0.721667,0.667933,0.62375,0.170396,2153,4444,6597,29.588347,33.39665
577,2012-07-30,Musim Gugur,2012,7,0,1,1,1,0.730833,0.684987,0.66875,0.153617,1040,6065,7105,29.964153,34.24935
578,2012-07-31,Musim Gugur,2012,7,0,2,1,1,0.713333,0.662896,0.704167,0.165425,968,6248,7216,29.246653,33.144800000000004
579,2012-08-01,Musim Gugur,2012,8,0,3,1,1,0.7175,0.667308,0.6775,0.141179,1074,6506,7580,29.4175,33.3654
580,2012-08-02,Musim Gugur,2012,8,0,4,1,1,0.7525,0.707088,0.659583,0.129354,983,6278,7261,30.8525,35.354400000000005
581,2012-08-03,Musim Gugur,2012,8,0,5,1,2,0.765833,0.722867,0.6425,0.215792,1328,5847,7175,31.399153,36.143350000000005
582,2012-08-04,Musim Gugur,2012,8,0,6,0,1,0.793333,0.751267,0.613333,0.257458,2345,4479,6824,32.526652999999996,37.56335
583,2012-08-05,Musim Gugur,2012,8,0,0,0,1,0.769167,0.731079,0.6525,0.290421,1707,3757,5464,31.535847,36.55395
584,2012-08-06,Musim Gugur,2012,8,0,1,1,2,0.7525,0.710246,0.654167,0.129354,1233,5780,7013,30.8525,35.5123
585,2012-08-07,Musim Gugur,2012,8,0,2,1,2,0.735833,0.697621,0.70375,0.116908,1278,5995,7273,30.169152999999998,34.88105
586,2012-08-08,Musim Gugur,2012,8,0,3,1,2,0.75,0.707717,0.672917,0.1107,1263,6271,7534,30.75,35.385850000000005
587,2012-08-09,Musim Gugur,2012,8,0,4,1,1,0.755833,0.699508,0.620417,0.1561,1196,6090,7286,30.989152999999998,34.9754
588,2012-08-10,Musim Gugur,2012,8,0,5,1,2,0.715833,0.667942,0.715833,0.238813,1065,4721,5786,29.349153,33.3971
589,2012-08-11,Musim Gugur,2012,8,0,6,0,2,0.6925,0.638267,0.732917,0.206479,2247,4052,6299,28.392500000000002,31.91335
590,2012-08-12,Musim Gugur,2012,8,0,0,0,1,0.700833,0.644579,0.530417,0.122512,2182,4362,6544,28.734153000000003,32.22895
591,2012-08-13,Musim Gugur,2012,8,0,1,1,1,0.720833,0.662254,0.545417,0.136212,1207,5676,6883,29.554153,33.112700000000004
592,2012-08-14,Musim Gugur,2012,8,0,2,1,1,0.726667,0.676779,0.686667,0.169158,1128,5656,6784,29.793346999999997,33.838950000000004
593,2012-08-15,Musim Gugur,2012,8,0,3,1,1,0.706667,0.654037,0.619583,0.169771,1198,6149,7347,28.973347,32.70185
594,2012-08-16,Musim Gugur,2012,8,0,4,1,1,0.719167,0.654688,0.519167,0.141796,1338,6267,7605,29.485847,32.7344
595,2012-08-17,Musim Gugur,2012,8,0,5,1,1,0.723333,0.2424,0.570833,0.231354,1483,5665,7148,29.656653,12.120000000000001
596,2012-08-18,Musim Gugur,2012,8,0,6,0,1,0.678333,0.618071,0.603333,0.177867,2827,5038,7865,27.811653,30.903550000000003
597,2012-08-19,Musim Gugur,2012,8,0,0,0,2,0.635833,0.603554,0.711667,0.08645,1208,3341,4549,26.069153,30.1777
598,2012-08-20,Musim Gugur,2012,8,0,1,1,2,0.635833,0.595967,0.734167,0.129979,1026,5504,6530,26.069153,29.798350000000003
599,2012-08-21,Musim Gugur,2012,8,0,2,1,1,0.649167,0.601025,0.67375,0.0727708,1081,5925,7006,26.615847000000002,30.051250000000003
600,2012-08-22,Musim Gugur,2012,8,0,3,1,1,0.6675,0.621854,0.677083,0.0702833,1094,6281,7375,27.3675,31.0927
